
,,,,,,,,,Scoring,Scoring,Scoring,,,Goals,Goals,Goals,,,,
492,Gustav Nyquist\nyquigu01,26-098,RW,2015-12-08,DET,@,WSH,L-SO,0,0,0,0,2,0,0,0,1,0.0,21,13:16
493,Alexey Marchenko\marchal01,23-340,D,2015-12-08,DET,@,WSH,L-SO,0,0,0,0,0,0,0,0,3,0.0,29,19:18
494,Dylan Larkin\larkidy01,19-131,C,2015-12-08,DET,@,WSH,L-SO,0,1,1,1,0,0,0,0,1,0.0,22,17:29
495,Niklas Kronwall\kronwni01,34-330,D,2015-12-08,DET,@,WSH,L-SO,0,0,0,0,2,0,0,0,0,,37,24:29
496,Tomas Jurco\jurcoto01,22-020,RW,2015-12-08,DET,@,WSH,L-SO,1,0,1,1,0,1,0,0,2,50.0,12,9:18
497,Darren Helm\helmda01,28-321,C,2015-12-08,DET,@,WSH,L-SO,0,0,0,-1,0,0,0,0,2,0.0,26,17:26
498,Mike Green\greenmi03,30-057,D,2015-12-08,DET,@,WSH,L-SO,0,0,0,0,2,0,0,0,2,0.0,32,23:38
499,Luke Glendening\glendlu01,26-224,C,2015-12-08,DET,@,WSH,L-SO,0,1,1,1,0,0,0,0,0,,19,11:17
500,Jonathan Ericsson\ericsjo01,31-281,D,2015-12-08,DET,@,WSH,L-SO,0,0,0,1,2,0,0,0,0,,31,20:02
Rk,Player,Age,Pos,Date,Tm,,Opp,,G,A,PTS,+/-,PIM,EV,PP,SH,S,S%,SHFT,TOI
501,Danny DeKeyser\dekeyda01,25-276,D,2015-12-08,DET,@,WSH,L-SO,0,0,0,1,0,0,0,0,0,,36,21:44
502,Pavel Datsyuk\datsypa01,37-141,C,2015-12-08,DET,@,WSH,L-SO,0,0,0,-1,0,0,0,0,1,0.0,25,19:11
503,Joakim Andersson\anderjo03,26-306,C,2015-12-08,DET,@,WSH,L-SO,0,1,1,1,0,0,0,0,0,,17,11:24
504,Justin Abdelkader\abdelju01,28-286,LW,2015-12-08,DET,@,WSH,L-SO,0,0,0,1,0,0,0,0,2,0.0,23,17:34
505,Henrik Zetterberg\zettehe01,35-062,LW,2015-12-10,DET,,MTL,W,0,1,1,0,0,0,0,0,0,,28,20:08
506,Tomas Tatar\tatarto01,25-009,C,2015-12-10,DET,,MTL,W,0,0,0,-2,0,0,0,0,3,0.0,22,16:22
507,Brendan Smith\smithbr05,26-305,D,2015-12-10,DET,,MTL,W,0,0,0,-1,2,0,0,0,2,0.0,24,13:50
508,Riley Sheahan\sheahri01,24-003,C,2015-12-10,DET,,MTL,W,0,0,0,-2,0,0,0,0,1,0.0,23,17:34
509,Brad Richards\richabr01,35-222,C,2015-12-10,DET,,MTL,W,0,0,0,1,0,0,0,0,1,0.0,23,17:34
510,Gustav Nyquist\nyquigu01,26-100,RW,2015-12-10,DET,,MTL,W,0,0,0,-2,0,0,0,0,1,0.0,19,12:35
511,Alexey Marchenko\marchal01,23-342,D,2015-12-10,DET,,MTL,W,0,0,0,-1,0,0,0,0,1,0.0,24,15:34
512,Dylan Larkin\larkidy01,19-133,C,2015-12-10,DET,,MTL,W,0,0,0,0,0,0,0,0,1,0.0,25,18:15
513,Niklas Kronwall\kronwni01,34-332,D,2015-12-10,DET,,MTL,W,0,1,1,1,0,0,0,0,2,0.0,28,20:53
514,Tomas Jurco\jurcoto01,22-018,RW,2015-12-10,DET,,MTL,W,0,0,0,0,0,0,0,0,0,,11,8:00
515,Darren Helm\helmda01,28-323,C,2015-12-10,DET,,MTL,W,2,0,2,2,0,2,0,0,5,40.0,24,14:35
516,Mike Green\greenmi03,30-059,D,2015-12-10,DET,,MTL,W,0,0,0,1,0,0,0,0,4,0.0,23,20:07
517,Luke Glendening\glendlu01,26-226,C,2015-12-10,DET,,MTL,W,0,1,1,1,0,0,0,0,0,,14,9:55
518,Jonathan Ericsson\ericsjo01,31-283,D,2015-12-10,DET,,MTL,W,0,0,0,0,0,0,0,0,0,,25,19:50
519,Danny DeKeyser\dekeyda01,25-278,D,2015-12-10,DET,,MTL,W,0,0,0,0,0,0,0,0,0,,27,21:54
520,Pavel Datsyuk\datsypa01,37-143,C,2015-12-10,DET,,MTL,W,0,1,1,1,0,0,0,0,3,0.0,28,20:21
Rk,Player,Age,Pos,Date,Tm,,Opp,,G,A,PTS,+/-,PIM,EV,PP,SH,S,S%,SHFT,TOI
521,Joakim Andersson\anderjo03,26-308,C,2015-12-10,DET,,MTL,W,0,1,1,1,0,0,0,0,0,,12,8:19
522,Justin Abdelkader\abdelju01,28-288,LW,2015-12-10,DET,,MTL,W,1,0,1,0,4,0,1,0,5,20.0,27,18:14
523,Henrik Zetterberg\zettehe01,35-063,LW,2015-12-11,DET,@,NJD,L-OT,0,1,1,0,2,0,0,0,2,0.0,23,20:23
524,Tomas Tatar\tatarto01,25-010,C,2015-12-11,DET,@,NJD,L-OT,1,0,1,-1,0,0,1,0,4,25.0,21,14:50
525,Brendan Smith\smithbr05,26-306,D,2015-12-11,DET,@,NJD,L-OT,0,0,0,-1,0,0,0,0,0,,32,18:47
526,Riley Sheahan\sheahri01,24-004,C,2015-12-11,DET,@,NJD,L-OT,0,0,0,0,0,0,0,0,2,0.0,24,15:34
527,Brad Richards\richabr01,35-223,C,2015-12-11,DET,@,NJD,L-OT,0,1,1,0,0,0,0,0,6,0.0,21,14:16
528,Gustav Nyquist\nyquigu01,26-101,RW,2015-12-11,DET,@,NJD,L-OT,1,0,1,-1,0,0,1,0,2,50.0,21,17:15
529,Alexey Marchenko\marchal01,23-343,D,2015-12-11,DET,@,NJD,L-OT,0,0,0,0,2,0,0,0,0,,29,16:44
530,Dylan Larkin\larkidy01,19-134,C,2015-12-11,DET,@,NJD,L-OT,0,0,0,0,0,0,0,0,4,0.0,22,20:05
531,Niklas Kronwall\kronwni01,34-333,D,2015-12-11,DET,@,NJD,L-OT,0,1,1,-1,0,0,0,0,1,0.0,26,19:49
532,Tomas Jurco\jurcoto01,22-017,RW,2015-12-11,DET,@,NJD,L-OT,0,0,0,-1,0,0,0,0,2,0.0,11,7:21
533,Darren Helm\helmda01,28-324,C,2015-12-11,DET,@,NJD,L-OT,0,0,0,0,2,0,0,0,1,0.0,26,18:26
534,Mike Green\greenmi03,30-060,D,2015-12-11,DET,@,NJD,L-OT,0,1,1,-1,0,0,0,0,0,,26,16:34
535,Luke Glendening\glendlu01,26-227,C,2015-12-11,DET,@,NJD,L-OT,0,0,0,-1,0,0,0,0,1,0.0,17,12:16
536,Jonathan Ericsson\ericsjo01,31-284,D,2015-12-11,DET,@,NJD,L-OT,0,0,0,0,0,0,0,0,0,,36,24:03
537,Danny DeKeyser\dekeyda01,25-279,D,2015-12-11,DET,@,NJD,L-OT,0,0,0,0,0,0,0,0,0,,38,24:55
538,Pavel Datsyuk\datsypa01,37-144,C,2015-12-11,DET,@,NJD,L-OT,0,0,0,0,0,0,0,0,3,0.0,23,17:41
539,Joakim Andersson\anderjo03,26-309,C,2015-12-11,DET,@,NJD,L-OT,0,0,0,-1,0,0,0,0,0,,13,8:41
540,Justin Abdelkader\abdelju01,28-289,LW,2015-12-11,DET,@,NJD,L-OT,0,0,0,0,0,0,0,0,1,0.0,24,18:23
Rk,Player,Age,Pos,Date,Tm,,Opp,,G,A,PTS,+/-,PIM,EV,PP,SH,S,S%,SHFT,TOI
541,Henrik Zetterberg\zettehe01,35-066,LW,2015-12-14,DET,,BUF,L,0,0,0,-1,2,0,0,0,3,0.0,24,20:33
542,Tomas Tatar\tatarto01,25-013,C,2015-12-14,DET,,BUF,L,0,0,0,-1,2,0,0,0,2,0.0,21,13:56
543,Brendan Smith\smithbr05,26-309,D,2015-12-14,DET,,BUF,L,0,0,0,0,2,0,0,0,1,0.0,20,15:34
544,Riley Sheahan\sheahri01,24-007,C,2015-12-14,DET,,BUF,L,0,0,0,-1,0,0,0,0,1,0.0,24,16:04
545,Brad Richards\richabr01,35-226,C,2015-12-14,DET,,BUF,L,1,0,1,1,0,1,0,0,5,20.0,20,16:35
546,Gustav Nyquist\nyquigu01,26-104,RW,2015-12-14,DET,,BUF,L,0,0,0,-1,0,0,0,0,1,0.0,21,15:28
547,Alexey Marchenko\marchal01,23-346,D,2015-12-14,DET,,BUF,L,0,0,0,1,0,0,0,0,0,,22,15:51
548,Dylan Larkin\larkidy01,19-137,C,2015-12-14,DET,,BUF,L,0,0,0,-1,0,0,0,0,6,0.0,24,17:03
549,Niklas Kronwall\kronwni01,34-336,D,2015-12-14,DET,,BUF,L,0,0,0,-1,0,0,0,0,0,,24,19:20
550,Tomas Jurco\jurcoto01,22-014,RW,2015-12-14,DET,,BUF,L,0,0,0,0,0,0,0,0,1,0.0,8,5:26
551,Darren Helm\helmda01,28-327,C,2015-12-14,DET,,BUF,L,0,1,1,1,0,0,0,0,2,0.0,26,20:03
552,Mike Green\greenmi03,30-063,D,2015-12-14,DET,,BUF,L,0,0,0,-1,0,0,0,0,2,0.0,20,19:49
553,Luke Glendening\glendlu01,26-230,C,2015-12-14,DET,,BUF,L,0,0,0,0,0,0,0,0,0,,16,9:24
554,Jonathan Ericsson\ericsjo01,31-287,D,2015-12-14,DET,,BUF,L,0,0,0,0,0,0,0,0,3,0.0,27,21:46
555,Danny DeKeyser\dekeyda01,25-282,D,2015-12-14,DET,,BUF,L,0,0,0,-1,0,0,0,0,1,0.0,29,23:36
556,Pavel Datsyuk\datsypa01,37-147,C,2015-12-14,DET,,BUF,L,0,1,1,1,0,0,0,0,5,0.0,21,20:34
557,Joakim Andersson\anderjo03,26-312,C,2015-12-14,DET,,BUF,L,0,0,0,0,0,0,0,0,0,,10,6:47
558,Justin Abdelkader\abdelju01,28-292,LW,2015-12-14,DET,,BUF,L,0,0,0,-1,0,0,0,0,0,,24,18:16
559,Henrik Zetterberg\zettehe01,35-070,LW,2015-12-18,DET,,VAN,L-SO,1,0,1,-1,0,1,0,0,4,25.0,24,19:09
560,Tomas Tatar\tatarto01,25-017,C,2015-12-18,DET,,VAN,L-SO,0,0,0,1,0,0,0,0,1,0.0,24,17:39
Rk,Player,Age,Pos,Date,Tm,,Opp,,G,A,PTS,+/-,PIM,EV,PP,SH,S,S%,SHFT,TOI
561,Brendan Smith\smithbr05,26-313,D,2015-12-18,DET,,VAN,L-SO,0,1,1,0,2,0,0,0,0,,23,15:54
562,Riley Sheahan\sheahri01,24-011,C,2015-12-18,DET,,VAN,L-SO,0,0,0,0,0,0,0,0,1,0.0,23,17:17
563,Brad Richards\richabr01,35-230,C,2015-12-18,DET,,VAN,L-SO,0,0,0,0,0,0,0,0,0,,19,13:26
564,Gustav Nyquist\nyquigu01,26-108,RW,2015-12-18,DET,,VAN,L-SO,0,0,0,0,0,0,0,0,5,0.0,23,17:35
565,Alexey Marchenko\marchal01,23-350,D,2015-12-18,DET,,VAN,L-SO,0,1,1,0,0,0,0,0,0,,20,13:58
566,Dylan Larkin\larkidy01,19-141,C,2015-12-18,DET,,VAN,L-SO,0,0,0,-1,0,0,0,0,2,0.0,24,18:20
567,Niklas Kronwall\kronwni01,34-340,D,2015-12-18,DET,,VAN,L-SO,0,0,0,0,2,0,0,0,2,0.0,29,24:06
568,Tomas Jurco\jurcoto01,22-010,RW,2015-12-18,DET,,VAN,L-SO,0,0,0,0,0,0,0,0,2,0.0,16,10:23
569,Darren Helm\helmda01,28-331,C,2015-12-18,DET,,VAN,L-SO,0,0,0,0,0,0,0,0,1,0.0,22,16:25
570,Mike Green\greenmi03,30-067,D,2015-12-18,DET,,VAN,L-SO,0,0,0,-1,0,0,0,0,3,0.0,26,24:21
571,Luke Glendening\glendlu01,26-234,C,2015-12-18,DET,,VAN,L-SO,0,1,1,1,2,0,0,0,1,0.0,21,14:00
572,Jonathan Ericsson\ericsjo01,31-291,D,2015-12-18,DET,,VAN,L-SO,0,0,0,0,0,0,0,0,0,,27,17:34
573,Danny DeKeyser\dekeyda01,25-286,D,2015-12-18,DET,,VAN,L-SO,0,1,1,0,0,0,0,0,1,0.0,30,23:41
574,Pavel Datsyuk\datsypa01,37-151,C,2015-12-18,DET,,VAN,L-SO,1,1,2,2,0,1,0,0,3,33.3,25,18:57
575,Joakim Andersson\anderjo03,26-316,C,2015-12-18,DET,,VAN,L-SO,1,0,1,1,0,1,0,0,2,50.0,17,10:28
576,Justin Abdelkader\abdelju01,28-296,LW,2015-12-18,DET,,VAN,L-SO,0,0,0,-1,0,0,0,0,0,,23,16:45
577,Henrik Zetterberg\zettehe01,35-072,LW,2015-12-20,DET,,CGY,W,0,1,1,2,0,0,0,0,4,0.0,21,20:16
578,Tomas Tatar\tatarto01,25-019,C,2015-12-20,DET,,CGY,W,0,0,0,1,0,0,0,0,3,0.0,18,14:31
579,Brendan Smith\smithbr05,26-315,D,2015-12-20,DET,,CGY,W,0,1,1,1,0,0,0,0,1,0.0,29,20:27
580,Riley Sheahan\sheahri01,24-013,C,2015-12-20,DET,,CGY,W,0,1,1,0,0,0,0,0,2,0.0,23,17:39
Rk,Player,Age,Pos,Date,Tm,,Opp,,G,A,PTS,+/-,PIM,EV,PP,SH,S,S%,SHFT,TOI
581,Brad Richards\richabr01,35-232,C,2015-12-20,DET,,CGY,W,1,0,1,1,0,1,0,0,5,20.0,19,13:57
582,Gustav Nyquist\nyquigu01,26-110,RW,2015-12-20,DET,,CGY,W,1,0,1,1,0,1,0,0,3,33.3,18,13:59
583,Alexey Marchenko\marchal01,23-352,D,2015-12-20,DET,,CGY,W,0,0,0,1,0,0,0,0,0,,24,16:43
584,Dylan Larkin\larkidy01,19-143,C,2015-12-20,DET,,CGY,W,1,0,1,2,2,1,0,0,5,20.0,23,18:53
585,Niklas Kronwall\kronwni01,34-342,D,2015-12-20,DET,,CGY,W,0,0,0,2,0,0,0,0,0,,34,24:54
586,Jakub Kindl\kindlja01,28-313,D,2015-12-20,DET,,CGY,W,0,0,0,0,0,0,0,0,1,0.0,21,14:30
587,Tomas Jurco\jurcoto01,22-008,RW,2015-12-20,DET,,CGY,W,0,0,0,1,0,0,0,0,0,,9,6:43
588,Darren Helm\helmda01,28-333,C,2015-12-20,DET,,CGY,W,0,0,0,-1,2,0,0,0,2,0.0,20,15:39
589,Mike Green\greenmi03,30-069,D,2015-12-20,DET,,CGY,W,0,0,0,0,0,0,0,0,3,0.0,25,18:46
590,Luke Glendening\glendlu01,26-236,C,2015-12-20,DET,,CGY,W,0,0,0,0,2,0,0,0,0,,18,12:50
591,Danny DeKeyser\dekeyda01,25-288,D,2015-12-20,DET,,CGY,W,0,2,2,2,0,0,0,0,0,,29,21:04
592,Pavel Datsyuk\datsypa01,37-153,C,2015-12-20,DET,,CGY,W,0,0,0,2,0,0,0,0,2,0.0,22,15:46
593,Joakim Andersson\anderjo03,26-318,C,2015-12-20,DET,,CGY,W,0,0,0,0,0,0,0,0,2,0.0,11,7:31
594,Justin Abdelkader\abdelju01,28-298,LW,2015-12-20,DET,,CGY,W,1,0,1,1,2,1,0,0,2,50.0,23,19:19
595,Henrik Zetterberg\zettehe01,35-074,LW,2015-12-22,DET,,NJD,L,0,1,1,0,2,0,0,0,3,0.0,27,17:26
596,Tomas Tatar\tatarto01,25-021,C,2015-12-22,DET,,NJD,L,0,0,0,-2,0,0,0,0,1,0.0,18,14:09
597,Brendan Smith\smithbr05,26-317,D,2015-12-22,DET,,NJD,L,0,0,0,-1,0,0,0,0,3,0.0,27,18:38
598,Riley Sheahan\sheahri01,24-015,C,2015-12-22,DET,,NJD,L,1,0,1,-1,0,1,0,0,1,100.0,20,16:20
599,Brad Richards\richabr01,35-234,C,2015-12-22,DET,,NJD,L,0,1,1,0,0,0,0,0,2,0.0,20,16:47
600,Gustav Nyquist\nyquigu01,26-112,RW,2015-12-22,DET,,NJD,L,0,0,0,-2,0,0,0,0,2,0.0,19,14:35
