
,,,,,,,,,Scoring,Scoring,Scoring,,,Goals,Goals,Goals,,,,
1090,Dylan Larkin\larkidy01,19-158,C,2016-02-23,DET,,CBJ,W,0,0,0,0,0,0,0,0,4,0.0,23,16:55
1091,Niklas Kronwall\kronwni01,35-042,D,2016-02-23,DET,,CBJ,W,0,0,0,0,2,0,0,0,0,,32,24:25
1092,Darren Helm\helmda01,29-033,C,2016-02-23,DET,,CBJ,W,0,0,0,1,2,0,0,0,0,,18,12:42
1093,Mike Green\greenmi03,30-232,D,2016-02-23,DET,,CBJ,W,0,0,0,0,0,0,0,0,1,0.0,22,17:14
1094,Luke Glendening\glendlu01,26-065,C,2016-02-23,DET,,CBJ,W,0,0,0,0,0,0,0,0,0,,22,15:00
1095,Danny DeKeyser\dekeyda01,25-013,D,2016-02-23,DET,,CBJ,W,0,0,0,-1,0,0,0,0,2,0.0,38,26:13
1096,Pavel Datsyuk\datsypa01,37-148,C,2016-02-23,DET,,CBJ,W,0,0,0,-1,0,0,0,0,3,0.0,27,21:37
1097,Andreas Athanasiou\athanan01,21-165,C,2016-02-23,DET,,CBJ,W,0,0,0,0,0,0,0,0,3,0.0,24,15:30
1098,Justin Abdelkader\abdelju01,28-002,LW,2016-02-23,DET,,CBJ,W,0,0,0,0,2,0,0,0,2,0.0,24,15:35
1099,Henrik Zetterberg\zettehe01,35-225,LW,2016-02-27,DET,@,COL,W,0,0,0,-1,0,0,0,0,3,0.0,24,20:36
1100,Tomas Tatar\tatarto01,25-278,C,2016-02-27,DET,@,COL,W,1,1,2,2,0,1,0,0,2,50.0,18,14:17
Rk,Player,Age,Pos,Date,Tm,,Opp,,G,A,PTS,+/-,PIM,EV,PP,SH,S,S%,SHFT,TOI
1101,Riley Sheahan\sheahri01,24-284,C,2016-02-27,DET,@,COL,W,0,1,1,2,0,0,0,0,0,,19,13:14
1102,Brad Richards\richabr01,35-065,C,2016-02-27,DET,@,COL,W,1,0,1,0,0,1,0,0,3,33.3,17,14:20
1103,Kyle Quincey\quincky01,30-167,D,2016-02-27,DET,@,COL,W,0,0,0,1,0,0,0,0,1,0.0,29,19:24
1104,Gustav Nyquist\nyquigu01,26-187,RW,2016-02-27,DET,@,COL,W,1,0,1,2,0,1,0,0,2,50.0,18,14:45
1105,Alexey Marchenko\marchal01,24-056,D,2016-02-27,DET,@,COL,W,0,0,0,-1,0,0,0,0,0,,25,14:53
1106,Dylan Larkin\larkidy01,19-154,C,2016-02-27,DET,@,COL,W,0,0,0,-1,0,0,0,0,3,0.0,19,14:15
1107,Niklas Kronwall\kronwni01,35-046,D,2016-02-27,DET,@,COL,W,0,2,2,0,0,0,0,0,1,0.0,30,22:49
1108,Tomas Jurco\jurcoto01,23-305,RW,2016-02-27,DET,@,COL,W,0,0,0,-1,0,0,0,0,1,0.0,17,12:15
1109,Darren Helm\helmda01,29-037,C,2016-02-27,DET,@,COL,W,1,1,2,3,0,1,0,0,2,50.0,20,11:27
1110,Mike Green\greenmi03,30-228,D,2016-02-27,DET,@,COL,W,0,0,0,2,2,0,0,0,1,0.0,26,16:43
1111,Luke Glendening\glendlu01,26-061,C,2016-02-27,DET,@,COL,W,0,1,1,2,0,0,0,0,2,0.0,23,15:23
1112,Jonathan Ericsson\ericsjo01,31-004,D,2016-02-27,DET,@,COL,W,0,0,0,2,0,0,0,0,0,,26,15:09
1113,Danny DeKeyser\dekeyda01,25-009,D,2016-02-27,DET,@,COL,W,0,0,0,0,2,0,0,0,0,,33,22:37
1114,Pavel Datsyuk\datsypa01,37-144,C,2016-02-27,DET,@,COL,W,0,0,0,0,2,0,0,0,3,0.0,24,21:15
1115,Andreas Athanasiou\athanan01,21-161,C,2016-02-27,DET,@,COL,W,0,0,0,-1,0,0,0,0,0,,14,8:23
1116,Justin Abdelkader\abdelju01,29-002,LW,2016-02-27,DET,@,COL,W,1,0,1,-1,0,1,0,0,4,25.0,26,20:21
1117,Henrik Zetterberg\zettehe01,35-223,LW,2016-02-29,DET,@,DAL,W,0,0,0,0,2,0,0,0,3,0.0,28,19:47
1118,Tomas Tatar\tatarto01,25-276,C,2016-02-29,DET,@,DAL,W,0,1,1,1,0,0,0,0,1,0.0,16,9:25
1119,Riley Sheahan\sheahri01,24-282,C,2016-02-29,DET,@,DAL,W,0,0,0,-1,0,0,0,0,2,0.0,23,15:55
1120,Brad Richards\richabr01,35-063,C,2016-02-29,DET,@,DAL,W,0,0,0,0,0,0,0,0,1,0.0,24,14:30
Rk,Player,Age,Pos,Date,Tm,,Opp,,G,A,PTS,+/-,PIM,EV,PP,SH,S,S%,SHFT,TOI
1121,Kyle Quincey\quincky01,30-165,D,2016-02-29,DET,@,DAL,W,0,0,0,-1,0,0,0,0,1,0.0,33,20:47
1122,Gustav Nyquist\nyquigu01,26-185,RW,2016-02-29,DET,@,DAL,W,0,1,1,1,0,0,0,0,1,0.0,18,12:12
1123,Alexey Marchenko\marchal01,24-058,D,2016-02-29,DET,@,DAL,W,0,0,0,-1,0,0,0,0,0,,22,14:32
1124,Dylan Larkin\larkidy01,19-152,C,2016-02-29,DET,@,DAL,W,0,0,0,1,0,0,0,0,2,0.0,24,14:36
1125,Niklas Kronwall\kronwni01,35-048,D,2016-02-29,DET,@,DAL,W,0,0,0,-1,2,0,0,0,1,0.0,32,21:13
1126,Tomas Jurco\jurcoto01,23-303,RW,2016-02-29,DET,@,DAL,W,0,0,0,0,0,0,0,0,2,0.0,15,11:22
1127,Darren Helm\helmda01,29-039,C,2016-02-29,DET,@,DAL,W,0,0,0,-1,0,0,0,0,1,0.0,21,12:48
1128,Mike Green\greenmi03,30-226,D,2016-02-29,DET,@,DAL,W,0,1,1,2,0,0,0,0,3,0.0,24,17:40
1129,Luke Glendening\glendlu01,26-059,C,2016-02-29,DET,@,DAL,W,0,1,1,0,2,0,0,0,2,0.0,25,13:13
1130,Jonathan Ericsson\ericsjo01,31-002,D,2016-02-29,DET,@,DAL,W,0,0,0,0,0,0,0,0,1,0.0,32,18:57
1131,Danny DeKeyser\dekeyda01,25-007,D,2016-02-29,DET,@,DAL,W,0,0,0,0,2,0,0,0,1,0.0,39,25:59
1132,Pavel Datsyuk\datsypa01,37-142,C,2016-02-29,DET,@,DAL,W,1,0,1,-1,0,0,1,0,7,14.3,31,21:59
1133,Andreas Athanasiou\athanan01,21-159,C,2016-02-29,DET,@,DAL,W,2,0,2,2,0,2,0,0,4,50.0,24,11:29
1134,Justin Abdelkader\abdelju01,29-004,LW,2016-02-29,DET,@,DAL,W,0,0,0,-1,0,0,0,0,0,,31,23:57
1135,Henrik Zetterberg\zettehe01,35-221,LW,2016-03-02,DET,,CHI,L,0,0,0,-1,2,0,0,0,4,0.0,24,19:17
1136,Tomas Tatar\tatarto01,25-274,C,2016-03-02,DET,,CHI,L,0,1,1,1,0,0,0,0,0,,22,15:19
1137,Riley Sheahan\sheahri01,24-280,C,2016-03-02,DET,,CHI,L,1,0,1,1,0,1,0,0,3,33.3,25,17:11
1138,Brad Richards\richabr01,35-061,C,2016-03-02,DET,,CHI,L,1,0,1,-1,0,0,1,0,3,33.3,20,12:57
1139,Kyle Quincey\quincky01,30-163,D,2016-03-02,DET,,CHI,L,0,0,0,-1,0,0,0,0,2,0.0,26,19:55
1140,Gustav Nyquist\nyquigu01,26-183,RW,2016-03-02,DET,,CHI,L,0,1,1,1,0,0,0,0,2,0.0,22,16:15
Rk,Player,Age,Pos,Date,Tm,,Opp,,G,A,PTS,+/-,PIM,EV,PP,SH,S,S%,SHFT,TOI
1141,Alexey Marchenko\marchal01,24-060,D,2016-03-02,DET,,CHI,L,0,0,0,0,0,0,0,0,3,0.0,27,17:58
1142,Dylan Larkin\larkidy01,19-150,C,2016-03-02,DET,,CHI,L,0,0,0,-2,2,0,0,0,2,0.0,20,14:34
1143,Niklas Kronwall\kronwni01,35-050,D,2016-03-02,DET,,CHI,L,0,0,0,-1,2,0,0,0,1,0.0,26,20:24
1144,Tomas Jurco\jurcoto01,23-301,RW,2016-03-02,DET,,CHI,L,0,0,0,-1,0,0,0,0,1,0.0,14,10:19
1145,Darren Helm\helmda01,29-041,C,2016-03-02,DET,,CHI,L,0,0,0,0,0,0,0,0,1,0.0,16,8:14
1146,Mike Green\greenmi03,30-224,D,2016-03-02,DET,,CHI,L,0,1,1,-1,0,0,0,0,0,,20,18:11
1147,Luke Glendening\glendlu01,26-057,C,2016-03-02,DET,,CHI,L,0,0,0,0,0,0,0,0,0,,22,12:11
1148,Jonathan Ericsson\ericsjo01,32-000,D,2016-03-02,DET,,CHI,L,0,1,1,0,2,0,0,0,0,,23,17:00
1149,Danny DeKeyser\dekeyda01,25-005,D,2016-03-02,DET,,CHI,L,0,0,0,-1,0,0,0,0,3,0.0,27,20:53
1150,Pavel Datsyuk\datsypa01,37-140,C,2016-03-02,DET,,CHI,L,0,0,0,-1,0,0,0,0,5,0.0,25,21:22
1151,Andreas Athanasiou\athanan01,21-157,C,2016-03-02,DET,,CHI,L,0,0,0,-2,0,0,0,0,0,,17,10:54
1152,Justin Abdelkader\abdelju01,29-006,LW,2016-03-02,DET,,CHI,L,0,0,0,-1,0,0,0,0,3,0.0,25,22:03
1153,Henrik Zetterberg\zettehe01,35-217,LW,2016-03-06,DET,@,CHI,L,0,0,0,-1,0,0,0,0,5,0.0,25,23:34
1154,Tomas Tatar\tatarto01,25-270,C,2016-03-06,DET,@,CHI,L,0,0,0,0,0,0,0,0,3,0.0,15,11:41
1155,Brendan Smith\smithbr05,27-027,D,2016-03-06,DET,@,CHI,L,0,0,0,0,2,0,0,0,4,0.0,27,14:54
1156,Riley Sheahan\sheahri01,24-276,C,2016-03-06,DET,@,CHI,L,0,0,0,0,0,0,0,0,0,,21,14:24
1157,Brad Richards\richabr01,35-057,C,2016-03-06,DET,@,CHI,L,0,0,0,0,0,0,0,0,2,0.0,21,14:33
1158,Kyle Quincey\quincky01,30-159,D,2016-03-06,DET,@,CHI,L,0,0,0,-1,0,0,0,0,1,0.0,27,20:08
1159,Teemu Pulkkinen\pulkkte01,24-064,RW,2016-03-06,DET,@,CHI,L,0,0,0,-1,0,0,0,0,3,0.0,17,11:31
1160,Gustav Nyquist\nyquigu01,26-179,RW,2016-03-06,DET,@,CHI,L,1,0,1,0,0,1,0,0,2,50.0,20,15:16
Rk,Player,Age,Pos,Date,Tm,,Opp,,G,A,PTS,+/-,PIM,EV,PP,SH,S,S%,SHFT,TOI
1161,Dylan Larkin\larkidy01,19-146,C,2016-03-06,DET,@,CHI,L,0,0,0,-1,0,0,0,0,2,0.0,24,21:17
1162,Niklas Kronwall\kronwni01,35-054,D,2016-03-06,DET,@,CHI,L,0,0,0,0,2,0,0,0,1,0.0,30,22:45
1163,Tomas Jurco\jurcoto01,23-297,RW,2016-03-06,DET,@,CHI,L,0,0,0,0,2,0,0,0,1,0.0,13,10:01
1164,Darren Helm\helmda01,29-045,C,2016-03-06,DET,@,CHI,L,0,0,0,0,0,0,0,0,3,0.0,19,12:44
1165,Mike Green\greenmi03,30-220,D,2016-03-06,DET,@,CHI,L,0,0,0,0,2,0,0,0,1,0.0,24,18:04
1166,Luke Glendening\glendlu01,26-053,C,2016-03-06,DET,@,CHI,L,0,0,0,0,0,0,0,0,3,0.0,24,16:31
1167,Jonathan Ericsson\ericsjo01,32-004,D,2016-03-06,DET,@,CHI,L,0,0,0,0,0,0,0,0,1,0.0,26,16:39
1168,Danny DeKeyser\dekeyda01,25-001,D,2016-03-06,DET,@,CHI,L,0,1,1,-1,0,0,0,0,0,,34,22:31
1169,Andreas Athanasiou\athanan01,21-153,C,2016-03-06,DET,@,CHI,L,0,0,0,0,0,0,0,0,2,0.0,16,9:47
1170,Justin Abdelkader\abdelju01,29-010,LW,2016-03-06,DET,@,CHI,L,0,0,0,0,0,0,0,0,0,,22,20:31
1171,Henrik Zetterberg\zettehe01,35-215,LW,2016-03-08,DET,@,CBJ,L,0,0,0,-1,0,0,0,0,8,0.0,27,19:41
1172,Tomas Tatar\tatarto01,25-268,C,2016-03-08,DET,@,CBJ,L,1,0,1,0,0,0,1,0,2,50.0,22,16:04
1173,Riley Sheahan\sheahri01,24-274,C,2016-03-08,DET,@,CBJ,L,0,0,0,0,0,0,0,0,2,0.0,25,16:10
1174,Brad Richards\richabr01,35-055,C,2016-03-08,DET,@,CBJ,L,0,0,0,0,0,0,0,0,2,0.0,18,13:38
1175,Kyle Quincey\quincky01,30-157,D,2016-03-08,DET,@,CBJ,L,0,0,0,0,0,0,0,0,3,0.0,23,17:14
1176,Gustav Nyquist\nyquigu01,26-177,RW,2016-03-08,DET,@,CBJ,L,0,1,1,-1,2,0,0,0,0,,21,15:30
1177,Alexey Marchenko\marchal01,24-066,D,2016-03-08,DET,@,CBJ,L,0,0,0,0,0,0,0,0,1,0.0,24,14:32
1178,Dylan Larkin\larkidy01,19-144,C,2016-03-08,DET,@,CBJ,L,0,0,0,0,0,0,0,0,0,,20,14:53
1179,Niklas Kronwall\kronwni01,35-056,D,2016-03-08,DET,@,CBJ,L,0,0,0,-1,2,0,0,0,0,,27,22:49
1180,Tomas Jurco\jurcoto01,23-295,RW,2016-03-08,DET,@,CBJ,L,0,0,0,0,0,0,0,0,4,0.0,17,8:58
Rk,Player,Age,Pos,Date,Tm,,Opp,,G,A,PTS,+/-,PIM,EV,PP,SH,S,S%,SHFT,TOI
1181,Darren Helm\helmda01,29-047,C,2016-03-08,DET,@,CBJ,L,0,0,0,0,4,0,0,0,5,0.0,24,17:00
1182,Mike Green\greenmi03,30-218,D,2016-03-08,DET,@,CBJ,L,0,3,3,0,0,0,0,0,0,,23,20:23
1183,Luke Glendening\glendlu01,26-051,C,2016-03-08,DET,@,CBJ,L,0,0,0,0,4,0,0,0,2,0.0,22,12:01
1184,Jonathan Ericsson\ericsjo01,32-006,D,2016-03-08,DET,@,CBJ,L,0,0,0,-1,2,0,0,0,2,0.0,26,17:46
1185,Danny DeKeyser\dekeyda01,26-001,D,2016-03-08,DET,@,CBJ,L,0,0,0,0,0,0,0,0,1,0.0,23,17:57
1186,Pavel Datsyuk\datsypa01,37-134,C,2016-03-08,DET,@,CBJ,L,0,1,1,-1,0,0,0,0,0,,23,18:56
1187,Andreas Athanasiou\athanan01,21-151,C,2016-03-08,DET,@,CBJ,L,1,0,1,1,5,1,0,0,2,50.0,16,11:03
1188,Justin Abdelkader\abdelju01,29-012,LW,2016-03-08,DET,@,CBJ,L,1,0,1,-1,0,1,0,0,1,100.0,29,21:12
1189,Henrik Zetterberg\zettehe01,35-213,LW,2016-03-10,DET,,WPG,W,0,1,1,0,2,0,0,0,4,0.0,23,19:12
1190,Tomas Tatar\tatarto01,25-266,C,2016-03-10,DET,,WPG,W,0,1,1,1,0,0,0,0,0,,21,15:15
1191,Brendan Smith\smithbr05,27-031,D,2016-03-10,DET,,WPG,W,0,0,0,0,0,0,0,0,1,0.0,24,16:11
1192,Riley Sheahan\sheahri01,24-272,C,2016-03-10,DET,,WPG,W,0,0,0,0,0,0,0,0,0,,19,12:23
1193,Brad Richards\richabr01,35-053,C,2016-03-10,DET,,WPG,W,0,0,0,1,0,0,0,0,3,0.0,17,12:12
1194,Kyle Quincey\quincky01,30-155,D,2016-03-10,DET,,WPG,W,0,0,0,0,0,0,0,0,1,0.0,32,21:16
1195,Teemu Pulkkinen\pulkkte01,24-068,RW,2016-03-10,DET,,WPG,W,0,0,0,0,0,0,0,0,1,0.0,11,8:36
1196,Gustav Nyquist\nyquigu01,26-175,RW,2016-03-10,DET,,WPG,W,0,0,0,0,2,0,0,0,3,0.0,18,12:03
1197,Dylan Larkin\larkidy01,19-142,C,2016-03-10,DET,,WPG,W,1,0,1,1,0,1,0,0,2,50.0,21,15:46
1198,Niklas Kronwall\kronwni01,35-058,D,2016-03-10,DET,,WPG,W,0,1,1,2,2,0,0,0,1,0.0,31,21:37
1199,Darren Helm\helmda01,29-049,C,2016-03-10,DET,,WPG,W,0,1,1,1,0,0,0,0,4,0.0,21,16:19
1200,Mike Green\greenmi03,30-216,D,2016-03-10,DET,,WPG,W,0,0,0,0,0,0,0,0,2,0.0,23,16:59
