
,,,,,,,,,Scoring,Scoring,Scoring,,,Goals,Goals,Goals,,,,
194,Landon Ferraro\ferrala01,24-084,C,2015-10-31,DET,@,OTT,W,0,0,0,-1,0,0,0,0,0,,19,10:55
195,Jonathan Ericsson\ericsjo01,31-243,D,2015-10-31,DET,@,OTT,W,1,0,1,0,14,1,0,0,3,33.3,28,19:32
196,Danny DeKeyser\dekeyda01,25-238,D,2015-10-31,DET,@,OTT,W,1,1,2,1,0,1,0,0,1,100.0,30,21:13
197,Joakim Andersson\anderjo03,26-268,C,2015-10-31,DET,@,OTT,W,0,0,0,1,0,0,0,0,1,0.0,14,11:37
198,Justin Abdelkader\abdelju01,28-248,LW,2015-10-31,DET,@,OTT,W,0,0,0,1,0,0,0,0,1,0.0,23,17:08
199,Henrik Zetterberg\zettehe01,35-025,LW,2015-11-03,DET,,TBL,W,0,0,0,1,0,0,0,0,3,0.0,23,19:41
200,Tomas Tatar\tatarto01,24-028,C,2015-11-03,DET,,TBL,W,0,1,1,1,0,0,0,0,4,0.0,18,14:45
Rk,Player,Age,Pos,Date,Tm,,Opp,,G,A,PTS,+/-,PIM,EV,PP,SH,S,S%,SHFT,TOI
201,Brendan Smith\smithbr05,26-268,D,2015-11-03,DET,,TBL,W,0,0,0,0,2,0,0,0,3,0.0,29,19:37
202,Riley Sheahan\sheahri01,23-034,C,2015-11-03,DET,,TBL,W,1,0,1,1,0,1,0,0,2,50.0,22,16:10
203,Teemu Pulkkinen\pulkkte01,23-305,RW,2015-11-03,DET,,TBL,W,0,0,0,0,0,0,0,0,0,,13,7:55
204,Gustav Nyquist\nyquigu01,26-063,RW,2015-11-03,DET,,TBL,W,0,0,0,1,0,0,0,0,3,0.0,18,16:30
205,Drew Miller\milledr01,31-259,LW,2015-11-03,DET,,TBL,W,0,0,0,0,0,0,0,0,0,,22,18:22
206,Alexey Marchenko\marchal01,23-305,D,2015-11-03,DET,,TBL,W,0,0,0,1,0,0,0,0,0,,20,12:44
207,Dylan Larkin\larkidy01,19-096,C,2015-11-03,DET,,TBL,W,1,0,1,1,2,1,0,0,3,33.3,20,15:37
208,Niklas Kronwall\kronwni01,34-295,D,2015-11-03,DET,,TBL,W,0,0,0,0,0,0,0,0,1,0.0,29,20:38
209,Jakub Kindl\kindlja01,28-266,D,2015-11-03,DET,,TBL,W,0,1,1,2,0,0,0,0,2,0.0,21,17:48
210,Darren Helm\helmda01,28-286,C,2015-11-03,DET,,TBL,W,0,0,0,0,0,0,0,0,3,0.0,13,9:20
211,Luke Glendening\glendlu01,26-189,C,2015-11-03,DET,,TBL,W,0,0,0,0,0,0,0,0,0,,23,19:20
212,Landon Ferraro\ferrala01,24-087,C,2015-11-03,DET,,TBL,W,0,0,0,0,2,0,0,0,4,0.0,17,12:43
213,Jonathan Ericsson\ericsjo01,31-246,D,2015-11-03,DET,,TBL,W,0,0,0,0,0,0,0,0,0,,29,21:28
214,Danny DeKeyser\dekeyda01,25-241,D,2015-11-03,DET,,TBL,W,0,1,1,1,0,0,0,0,0,,30,21:51
215,Joakim Andersson\anderjo03,26-271,C,2015-11-03,DET,,TBL,W,0,0,0,0,2,0,0,0,0,,15,8:38
216,Justin Abdelkader\abdelju01,28-251,LW,2015-11-03,DET,,TBL,W,0,1,1,1,2,0,0,0,1,0.0,22,18:04
217,Henrik Zetterberg\zettehe01,35-028,LW,2015-11-06,DET,@,TOR,W,1,0,1,1,0,1,0,0,2,50.0,28,19:37
218,Tomas Tatar\tatarto01,24-025,C,2015-11-06,DET,@,TOR,W,0,1,1,0,0,0,0,0,2,0.0,23,14:59
219,Brendan Smith\smithbr05,26-271,D,2015-11-06,DET,@,TOR,W,0,0,0,1,2,0,0,0,0,,24,15:39
220,Riley Sheahan\sheahri01,23-031,C,2015-11-06,DET,@,TOR,W,0,0,0,0,0,0,0,0,1,0.0,26,18:25
Rk,Player,Age,Pos,Date,Tm,,Opp,,G,A,PTS,+/-,PIM,EV,PP,SH,S,S%,SHFT,TOI
221,Teemu Pulkkinen\pulkkte01,23-308,RW,2015-11-06,DET,@,TOR,W,0,1,1,1,0,0,0,0,3,0.0,20,13:21
222,Gustav Nyquist\nyquigu01,26-066,RW,2015-11-06,DET,@,TOR,W,0,0,0,0,2,0,0,0,3,0.0,24,14:18
223,Drew Miller\milledr01,31-262,LW,2015-11-06,DET,@,TOR,W,0,0,0,0,0,0,0,0,1,0.0,21,16:26
224,Alexey Marchenko\marchal01,23-308,D,2015-11-06,DET,@,TOR,W,0,0,0,-1,2,0,0,0,0,,31,18:43
225,Dylan Larkin\larkidy01,19-099,C,2015-11-06,DET,@,TOR,W,0,1,1,2,0,0,0,0,1,0.0,28,20:02
226,Niklas Kronwall\kronwni01,34-298,D,2015-11-06,DET,@,TOR,W,0,0,0,1,0,0,0,0,0,,36,25:27
227,Jakub Kindl\kindlja01,28-269,D,2015-11-06,DET,@,TOR,W,1,0,1,1,0,1,0,0,4,25.0,24,13:55
228,Darren Helm\helmda01,28-289,C,2015-11-06,DET,@,TOR,W,0,0,0,0,0,0,0,0,3,0.0,20,13:03
229,Luke Glendening\glendlu01,26-192,C,2015-11-06,DET,@,TOR,W,0,0,0,-1,0,0,0,0,0,,28,18:56
230,Landon Ferraro\ferrala01,24-090,C,2015-11-06,DET,@,TOR,W,0,0,0,0,0,0,0,0,0,,2,2:14
231,Jonathan Ericsson\ericsjo01,31-249,D,2015-11-06,DET,@,TOR,W,0,0,0,0,2,0,0,0,0,,30,20:52
232,Danny DeKeyser\dekeyda01,25-244,D,2015-11-06,DET,@,TOR,W,0,0,0,-1,0,0,0,0,1,0.0,32,22:06
233,Joakim Andersson\anderjo03,26-274,C,2015-11-06,DET,@,TOR,W,0,0,0,0,0,0,0,0,1,0.0,20,13:50
234,Justin Abdelkader\abdelju01,28-254,LW,2015-11-06,DET,@,TOR,W,0,1,1,-1,0,0,0,0,2,0.0,23,17:08
235,Henrik Zetterberg\zettehe01,35-030,LW,2015-11-08,DET,,DAL,L,0,0,0,-2,0,0,0,0,1,0.0,27,23:14
236,Tomas Tatar\tatarto01,24-023,C,2015-11-08,DET,,DAL,L,0,0,0,-2,0,0,0,0,3,0.0,20,12:45
237,Brendan Smith\smithbr05,26-273,D,2015-11-08,DET,,DAL,L,0,0,0,-1,0,0,0,0,2,0.0,24,15:29
238,Riley Sheahan\sheahri01,23-029,C,2015-11-08,DET,,DAL,L,0,0,0,-1,0,0,0,0,0,,21,13:55
239,Teemu Pulkkinen\pulkkte01,23-310,RW,2015-11-08,DET,,DAL,L,0,0,0,0,0,0,0,0,3,0.0,17,11:36
240,Gustav Nyquist\nyquigu01,26-068,RW,2015-11-08,DET,,DAL,L,1,0,1,-3,0,0,1,0,2,50.0,21,16:12
Rk,Player,Age,Pos,Date,Tm,,Opp,,G,A,PTS,+/-,PIM,EV,PP,SH,S,S%,SHFT,TOI
241,Drew Miller\milledr01,31-264,LW,2015-11-08,DET,,DAL,L,0,0,0,0,0,0,0,0,2,0.0,24,14:31
242,Alexey Marchenko\marchal01,23-310,D,2015-11-08,DET,,DAL,L,0,0,0,-1,0,0,0,0,0,,22,13:51
243,Dylan Larkin\larkidy01,19-101,C,2015-11-08,DET,,DAL,L,0,0,0,-1,2,0,0,0,1,0.0,23,18:44
244,Niklas Kronwall\kronwni01,34-300,D,2015-11-08,DET,,DAL,L,0,1,1,-2,0,0,0,0,1,0.0,31,25:07
245,Darren Helm\helmda01,28-291,C,2015-11-08,DET,,DAL,L,0,0,0,0,0,0,0,0,2,0.0,21,13:35
246,Mike Green\greenmi03,30-027,D,2015-11-08,DET,,DAL,L,0,1,1,-2,2,0,0,0,3,0.0,32,25:40
247,Luke Glendening\glendlu01,26-194,C,2015-11-08,DET,,DAL,L,0,0,0,0,0,0,0,0,1,0.0,23,14:20
248,Jonathan Ericsson\ericsjo01,31-251,D,2015-11-08,DET,,DAL,L,0,0,0,0,2,0,0,0,0,,25,15:27
249,Danny DeKeyser\dekeyda01,25-246,D,2015-11-08,DET,,DAL,L,0,0,0,0,0,0,0,0,1,0.0,30,21:16
250,Andreas Athanasiou\athanan01,21-094,C,2015-11-08,DET,,DAL,L,0,0,0,0,0,0,0,0,0,,17,9:36
251,Joakim Andersson\anderjo03,26-276,C,2015-11-08,DET,,DAL,L,0,0,0,0,0,0,0,0,0,,16,10:44
252,Justin Abdelkader\abdelju01,28-256,LW,2015-11-08,DET,,DAL,L,0,0,0,-2,0,0,0,0,0,,27,21:28
253,Henrik Zetterberg\zettehe01,35-032,LW,2015-11-10,DET,,WSH,W,0,0,0,0,0,0,0,0,3,0.0,24,16:43
254,Tomas Tatar\tatarto01,24-021,C,2015-11-10,DET,,WSH,W,0,0,0,0,0,0,0,0,4,0.0,16,13:05
255,Riley Sheahan\sheahri01,23-027,C,2015-11-10,DET,,WSH,W,0,0,0,0,0,0,0,0,2,0.0,21,13:19
256,Teemu Pulkkinen\pulkkte01,23-312,RW,2015-11-10,DET,,WSH,W,0,0,0,0,0,0,0,0,1,0.0,11,8:32
257,Gustav Nyquist\nyquigu01,26-070,RW,2015-11-10,DET,,WSH,W,0,0,0,0,0,0,0,0,0,,17,13:45
258,Drew Miller\milledr01,31-266,LW,2015-11-10,DET,,WSH,W,0,0,0,1,0,0,0,0,0,,26,19:25
259,Alexey Marchenko\marchal01,23-312,D,2015-11-10,DET,,WSH,W,0,0,0,0,0,0,0,0,2,0.0,21,14:44
260,Dylan Larkin\larkidy01,19-103,C,2015-11-10,DET,,WSH,W,0,0,0,0,0,0,0,0,4,0.0,21,16:11
Rk,Player,Age,Pos,Date,Tm,,Opp,,G,A,PTS,+/-,PIM,EV,PP,SH,S,S%,SHFT,TOI
261,Niklas Kronwall\kronwni01,34-302,D,2015-11-10,DET,,WSH,W,0,0,0,0,0,0,0,0,0,,29,22:16
262,Jakub Kindl\kindlja01,28-273,D,2015-11-10,DET,,WSH,W,0,0,0,0,4,0,0,0,2,0.0,21,14:53
263,Darren Helm\helmda01,28-293,C,2015-11-10,DET,,WSH,W,0,0,0,1,0,0,0,0,0,,21,16:15
264,Mike Green\greenmi03,30-029,D,2015-11-10,DET,,WSH,W,0,0,0,0,0,0,0,0,0,,27,22:21
265,Luke Glendening\glendlu01,26-196,C,2015-11-10,DET,,WSH,W,0,0,0,0,0,0,0,0,1,0.0,27,21:33
266,Jonathan Ericsson\ericsjo01,31-253,D,2015-11-10,DET,,WSH,W,0,0,0,1,0,0,0,0,1,0.0,30,22:11
267,Danny DeKeyser\dekeyda01,25-248,D,2015-11-10,DET,,WSH,W,0,0,0,1,2,0,0,0,2,0.0,29,23:04
268,Andreas Athanasiou\athanan01,21-096,C,2015-11-10,DET,,WSH,W,1,0,1,1,0,1,0,0,3,33.3,13,8:52
269,Joakim Andersson\anderjo03,26-278,C,2015-11-10,DET,,WSH,W,0,0,0,0,0,0,0,0,1,0.0,16,11:00
270,Justin Abdelkader\abdelju01,28-258,LW,2015-11-10,DET,,WSH,W,0,0,0,0,0,0,0,0,1,0.0,23,15:51
271,Henrik Zetterberg\zettehe01,35-035,LW,2015-11-13,DET,,SJS,L,0,0,0,-1,0,0,0,0,2,0.0,23,21:37
272,Tomas Tatar\tatarto01,24-018,C,2015-11-13,DET,,SJS,L,1,1,2,1,0,1,0,0,2,50.0,23,17:54
273,Riley Sheahan\sheahri01,23-024,C,2015-11-13,DET,,SJS,L,0,0,0,1,0,0,0,0,2,0.0,20,15:22
274,Teemu Pulkkinen\pulkkte01,23-315,RW,2015-11-13,DET,,SJS,L,1,0,1,-1,0,1,0,0,1,100.0,19,13:47
275,Gustav Nyquist\nyquigu01,26-073,RW,2015-11-13,DET,,SJS,L,0,0,0,1,0,0,0,0,1,0.0,21,16:34
276,Drew Miller\milledr01,31-269,LW,2015-11-13,DET,,SJS,L,0,0,0,-1,0,0,0,0,0,,13,8:15
277,Alexey Marchenko\marchal01,23-315,D,2015-11-13,DET,,SJS,L,0,0,0,0,0,0,0,0,0,,22,14:42
278,Dylan Larkin\larkidy01,19-106,C,2015-11-13,DET,,SJS,L,0,1,1,1,0,0,0,0,1,0.0,21,17:10
279,Niklas Kronwall\kronwni01,34-305,D,2015-11-13,DET,,SJS,L,0,1,1,-1,0,0,0,0,1,0.0,26,22:04
280,Jakub Kindl\kindlja01,28-276,D,2015-11-13,DET,,SJS,L,0,1,1,1,0,0,0,0,3,0.0,26,17:41
Rk,Player,Age,Pos,Date,Tm,,Opp,,G,A,PTS,+/-,PIM,EV,PP,SH,S,S%,SHFT,TOI
281,Darren Helm\helmda01,28-296,C,2015-11-13,DET,,SJS,L,0,0,0,0,0,0,0,0,3,0.0,20,13:22
282,Mike Green\greenmi03,30-032,D,2015-11-13,DET,,SJS,L,0,0,0,-2,0,0,0,0,2,0.0,27,23:01
283,Luke Glendening\glendlu01,26-199,C,2015-11-13,DET,,SJS,L,0,0,0,-1,2,0,0,0,1,0.0,16,10:50
284,Jonathan Ericsson\ericsjo01,31-256,D,2015-11-13,DET,,SJS,L,0,0,0,0,2,0,0,0,1,0.0,22,18:20
285,Danny DeKeyser\dekeyda01,25-251,D,2015-11-13,DET,,SJS,L,0,0,0,-1,0,0,0,0,0,,23,20:02
286,Pavel Datsyuk\datsypa01,37-116,C,2015-11-13,DET,,SJS,L,0,0,0,0,0,0,0,0,4,0.0,24,20:53
287,Andreas Athanasiou\athanan01,21-099,C,2015-11-13,DET,,SJS,L,0,0,0,-1,0,0,0,0,3,0.0,14,9:17
288,Justin Abdelkader\abdelju01,28-261,LW,2015-11-13,DET,,SJS,L,0,0,0,0,0,0,0,0,1,0.0,20,17:45
289,Henrik Zetterberg\zettehe01,35-036,LW,2015-11-14,DET,@,BOS,L,0,0,0,-1,0,0,0,0,1,0.0,22,18:15
290,Tomas Tatar\tatarto01,24-017,C,2015-11-14,DET,@,BOS,L,0,0,0,-1,0,0,0,0,0,,20,17:08
291,Riley Sheahan\sheahri01,23-023,C,2015-11-14,DET,@,BOS,L,0,0,0,0,0,0,0,0,2,0.0,20,14:38
292,Gustav Nyquist\nyquigu01,26-074,RW,2015-11-14,DET,@,BOS,L,0,0,0,-1,0,0,0,0,1,0.0,19,16:25
293,Drew Miller\milledr01,31-270,LW,2015-11-14,DET,@,BOS,L,0,0,0,0,0,0,0,0,0,,16,13:21
294,Alexey Marchenko\marchal01,23-316,D,2015-11-14,DET,@,BOS,L,0,0,0,0,0,0,0,0,0,,20,15:11
295,Dylan Larkin\larkidy01,19-107,C,2015-11-14,DET,@,BOS,L,0,0,0,-1,0,0,0,0,0,,21,14:33
296,Niklas Kronwall\kronwni01,34-306,D,2015-11-14,DET,@,BOS,L,0,1,1,-2,0,0,0,0,2,0.0,25,23:29
297,Jakub Kindl\kindlja01,28-277,D,2015-11-14,DET,@,BOS,L,0,0,0,-1,0,0,0,0,4,0.0,24,16:02
298,Darren Helm\helmda01,28-297,C,2015-11-14,DET,@,BOS,L,0,0,0,-1,2,0,0,0,0,,22,16:38
299,Mike Green\greenmi03,30-033,D,2015-11-14,DET,@,BOS,L,0,1,1,-3,0,0,0,0,3,0.0,26,25:20
300,Luke Glendening\glendlu01,26-200,C,2015-11-14,DET,@,BOS,L,0,0,0,-1,0,0,0,0,2,0.0,18,14:33
